id,name,latitude,longitude,address,provider,connectors,online,kilowatts,twenty_four_hours,last_updated
4064a22f-cb3c-431f-af7e-7f33f4e84680,Yishun/Yishun Street 31/Blk 333/Deck 1A,1.43154,103.844951,333 Yishun Street 31,Bluecharge,0,TRUE,39,TRUE,2023-06-06 11:41:38.219974
e5c91c8e-bc95-485c-a44c-1ad0eae914ce,Pasir Ris/Pasir Ris Street 71/Blk 762A/Deck 1A,1.376083,103.9333,762A Pasir Ris Street 71,Bluecharge,4,TRUE,46,TRUE,2023-06-06 11:41:38.219974
fab4ac3a-e583-4b34-a36d-2fccd1308ae4,Bukit Merah/Bukit Purmei Road/Blk 109,1.273803,103.8258,109 Bukit Purmei Road,Bluecharge,3,TRUE,37,TRUE,2023-06-06 11:41:38.219974
85058fe5-61ae-4690-b67f-6ffcba3c18df,Toa Payoh/Lorong 8 Toa Payoh/Blk 213,1.341068,103.8551,213 Lorong 8 Toa Payoh,Bluecharge,0,TRUE,36,TRUE,2023-06-06 11:41:38.219974
3210bfee-3503-487b-90cb-f856a2ae934d,Choa Chu Kang/Choa Chu Kang Central/Blk 205,1.381051,103.7481,205 Choa Chu Kang Central,Bluecharge,0,TRUE,43,TRUE,2023-06-06 11:41:38.219974
e881dcb1-5a38-448a-bec3-c084dc466a4f,Tampines/Tampines Street 22/Blk 299A,1.350399,103.95424,299A Tampines Street 22,Bluecharge,0,TRUE,36,TRUE,2023-06-06 11:41:38.219974
e2002aca-095f-4025-9c43-09d420592629,Clementi/Clementi West Street 2/Blk 727,1.304208,103.763558,727 Clementi West Street 2,Bluecharge,2,TRUE,39,TRUE,2023-06-06 11:41:38.219974
be6b40d2-d76b-4f2c-93a1-52d892091c4d,Bukit Merah/Henderson Road/Blk 96/Deck 1A,1.287793,103.821375,96 Henderson Road,Bluecharge,0,FALSE,41,TRUE,2023-06-06 11:41:38.219974
94dd8f11-d416-4aa4-ac97-516fc26138bf,Bukit Batok/Bukit Batok West Avenue 5/Blk 436/Deck 1A,1.358769,103.739499,436 Bukit Batok West Avenue 5,Bluecharge,0,TRUE,53,TRUE,2023-06-06 11:41:38.219974
e644e8af-f9bc-4fa2-9ec2-1c03443532ad,Tampines/Tampines Avenue 8/Blk 879C/Deck 1A,1.351144,103.928663,879C Tampines Avenue 8,Bluecharge,0,TRUE,43,TRUE,2023-06-06 11:41:38.219974
8d83ac82-45f0-4ce8-b38a-720ddef9a8d1,Punggol/Punggol Field/Blk 204/Deck B1,1.398494,103.90305,204 Punggol Field,Bluecharge,0,TRUE,37,TRUE,2023-06-06 11:41:38.219974
2be19ca6-6702-490b-94d3-a4b652a7e25a,Bukit Merah/Telok Blangah Rise/Blk 32,1.273125,103.82106,32 Telok Blangah Rise,Bluecharge,4,TRUE,37,TRUE,2023-06-06 11:41:38.219974
f537831a-98b8-48ce-b151-b239c398faea,Bedok/Bedok North Street 2/Blk 129,1.327761,103.93846,124 Bedok North Street 2,Bluecharge,1,TRUE,34,TRUE,2023-06-06 11:41:38.219974
973684dc-9957-4f82-b7ef-ad5823845030,Marine Parade/Marine Terrace/Blk 59,1.305782,103.914158,59 Marine Terrace,Bluecharge,0,TRUE,35,TRUE,2023-06-06 11:41:38.219974
346e84ca-e3c7-47fa-bf96-8ef8d29da275,Central/109 North Bridge Road/Funan Mall/Basement 3/Lift Lobby B,1.291599,103.849823,109 North Bridge Road,Bluecharge,4,TRUE,64,TRUE,2023-06-06 11:41:38.219974
0fc2ff53-dd82-4942-8e2b-2c4b2e446ac1,Central/252 North Bridge Road/Raffles City/Deck B3,1.2939583,103.8526163,252 North Bridge Road,Bluecharge,4,TRUE,50,FALSE,2023-06-06 11:41:38.219974
0017e148-ebec-49f4-bd6c-4d7b5428e4da,Changi Airport Terminal 3,1.356457301,103.9865064,"65 Airport Boulevard, Singapore 819663",SPMobility,6,TRUE,25,FALSE,2023-06-06 11:41:38.219974
28919d51-9f48-4854-b685-42de5f9b50ed,Asia Green,1.356211028,103.9416687,"7 Tampines Grande, Singapore 528736",SPMobility,3,TRUE,10,FALSE,2023-06-06 11:41:38.219974
5c67ff84-10c2-46ae-b6be-a4eb9ec381a7,I12 Katong,1.306001319,103.9050741,"112 East Coast Road, Singapore 428802",SPMobility,4,TRUE,10,FALSE,2023-06-06 11:41:38.219974
022195a2-f5d1-4fb9-add3-8abcf63f45de,Marina Collection,1.244411641,103.8398206,13-17 Cove Drive Singapore 098327,SPMobility,2,TRUE,17,FALSE,2023-06-06 11:41:38.219974
