id,name,latitude,longitude,address,currently_open,pv_current_in,pv_energy_level,rate_current,rate_predicted,active,last_updated
f10b0418-d44a-48f3-9069-4ec4e809d469,CDGE: Singapore Botanic Gardens Botany Centre,1.3084224,103.8182032,"1 Cluny Rd, Singapore 259569",true,0,0,0.45,,true,2023-07-14 20:56:29.059062
2ee97733-81d5-49f5-9248-63158e4f84cb,Charge+: 633 Punggol Drive,1.400696,103.913915,"633 Punggol Dr, Singapore 820633",true,0,0,0.26,,true,2023-07-14 20:56:29.059062
07d4d431-dabe-456c-b00b-e5d37e2234fd,"BlueSG open to EVs: Blk 688, Hougang St 61",1.375892,103.885486,"688 Hougang Street 61, Block 688, Singapore 530688",true,0,0,0.42,,true,2023-07-14 20:56:29.059062
5cf65cfb-0eca-4f1f-9955-1ebdfde05fbf,Shell Recharge Tanglin Mall,1.305026,103.823851,"163, Tanglin Road, 247933",true,0,0,0.27,,true,2023-07-14 20:56:29.059062
59232380-a3e5-416f-9635-683cd39adbfc,BlueSG open to EVs: Blk 769 Yishun Ave 3,1.424279,103.833275,"769 Yishun Avenue 3, Singapore 760769",true,0,0,0.4,,true,2023-07-14 20:56:29.059062
e38026d9-0667-4842-8d9e-e21be6148f2a,Gardens By The Bay - Bayfront Plaza,1.279198,103.860073,"Unnamed Road, Singapore",true,0,0,0.35,,true,2023-07-14 20:56:29.059062
f3f836b8-7a21-47de-809b-ed80d5606ba2,ChargEco: Block 80 HDB Car Park,1.274012010646763,103.80735956132412,"80 Telok Blangah Street 31, Singapore 102080",true,0,0,0.31,,true,2023-07-14 20:56:29.059062
5d1b8223-2c2d-4ce8-ac07-cf87c99647ff,NUS Stephen Riady Center,1.304036,103.77304,"2 College Ave West, Singapore",true,0,0,0.24,,true,2023-07-14 20:56:29.059062
ce81a3b6-4d54-4c63-a140-661cbc054e48,Willing Hearts,1.3142482784278031,103.90704547618223,1 LorJ Telok Kurau,true,0,0,0.14,,true,2023-07-14 20:56:29.059062
a51db61a-8412-479d-b294-dba2c61bf0f6,Shell Tampines,1.349178,103.948016,"9 Tampines Ave 2, Singapore 529731",true,0,0,0.14,,true,2023-07-14 20:56:29.059062
051e55aa-8765-4c63-92bb-8aa8bd0278eb,Marina Bay Sands,1.285604,103.861107,"10 Bayfront Ave, Singapore 018956",true,0,0,0.16,,true,2023-07-14 20:56:29.059062
5ab71705-67ed-444d-80dc-1a23bab17bd8,Bluecharge: Blk 32 Telok Blangah Rise,1.2731828240010936,103.82100548832092,"Telok Blangah Rise, Mount Faber Grace Park, Singapore",true,0,0,0.37,,true,2023-07-14 20:56:29.059062
5f4213c7-70ea-4627-8ad1-616b0f551e0b,Shell Braddell,1.3449,103.864464,"110 Braddell Rd, Singapore 359914",true,0,0,0.14,,true,2023-07-14 20:56:29.059062
1affeb77-4583-4afe-b5d4-e7f7c1554c78,"BlueSG open to EVs: Blk 809, Yishun Ring Road",1.416877,103.83055,"809 Yishun Ring Rd, Singapore 760809",true,0,0,0.45,,true,2023-07-14 20:56:29.059062
c607d8d1-0e59-4465-a1b6-2a1f4fcde3ff,SP Group: Marina Square,1.29179,103.857758,"Raffles Blvd, Singapore",true,0,0,0.23,,true,2023-07-14 20:56:29.059062
6a4bb95c-6aaa-46d5-bc0c-acf2def7a4d5,Tampines Plaza,1.353142,103.943078,"3 Tampines Central 1, Singapore 529540",true,0,0,0.14,,true,2023-07-14 20:56:29.059062
3c63ef32-052c-4c07-affe-25571ba2c234,"BlueSG open to EVs: Blk 103, Jalan Rajah",1.327412,103.852496,"103 Jln Rajah, Block 103, Singapore 321103",true,0,0,0.4,,true,2023-07-14 20:56:29.059062
4736be7a-732c-4b4e-9a98-03033f99fdaf,Lee Kong Chian School of Medicine,1.321851,103.848984,"11 Mandalay Rd, Singapore",true,0,0,0.33,,true,2023-07-14 20:56:29.059062
b2900df2-4c30-467a-bec0-a9ecbd3c0ef9,Charge+: 519A Woodlands Drive 14,1.4344276124617934,103.79231706261635,"519A Woodlands Drive 14, Singapore 731519",true,0,0,0.32,,true,2023-07-14 20:56:29.059062
